customer_id,age,gender,region,education_level,employment_type,annual_income,loan_amount,loan_purpose,credit_score,repayment_history,transaction_count,spending_ratio,join_date,default_flag
100248,50.0,Male,West,Graduate,Salaried,492886.26,330316.93,Home,691.0,5,105,21.44,2020-01-08,0
100249,62.0,Female,North,Post-Graduate,Self-Employed,556451.4,239225.32,Education,685.0,2,166,48.7,2015-06-21,0
100250,55.0,Female,East,Post-Graduate,Salaried,,473557.73,Business,524.0,7,168,39.12,2018-11-14,1
100251,,Female,West,Graduate,,860887.81,160883.93,Other,639.0,4,162,49.97,2016-08-03,0
100252,36.0,Male,East,Primary,,631526.89,341279.71,Car,530.0,5,55,55.33,2018-07-25,1
100253,46.0,Female,East,Post-Graduate,Unemployed,472622.36,89416.14,Business,701.0,10,189,29.57,2018-09-06,1
100254,22.0,Male,South,Post-Graduate,Self-Employed,,525234.3,Home,711.0,2,25,74.35,2015-03-25,0
100255,,Female,South,Secondary,Salaried,573729.89,348388.14,Business,601.0,7,117,75.48,2020-11-05,1
100256,32.0,Female,West,Graduate,Unemployed,701635.89,137215.12,Other,641.0,3,148,17.38,2018-03-17,0
100257,25.0,Female,North,Post-Graduate,Salaried,455767.71,313085.68,Home,481.0,8,27,59.21,2022-09-14,1
100258,57.0,Male,North,Primary,Self-Employed,601185.75,377529.71,Car,728.0,4,117,12.33,2020-01-13,0
100259,52.0,Female,West,Secondary,Self-Employed,530312.2,142716.1,Car,707.0,0,193,13.26,2017-08-01,0
100260,29.0,Male,West,Graduate,Salaried,255561.02,194761.79,Other,742.0,8,193,77.05,2017-01-02,1
100261,61.0,Male,North,Primary,Unemployed,623433.24,130779.54,Home,769.0,7,194,58.64,2022-08-25,1
100262,55.0,Male,East,Post-Graduate,Salaried,687017.96,307460.71,Car,552.0,4,78,32.72,2022-01-27,1
100263,39.0,Male,West,Graduate,Salaried,631883.88,271857.56,Home,,2,129,56.89,2019-11-22,0
100264,36.0,Male,East,Graduate,,922499.55,253769.31,Business,,8,97,69.21,2021-07-03,1
100265,23.0,Female,West,Primary,Self-Employed,535626.59,153336.53,Education,530.0,11,99,70.96,2015-04-08,1
100266,40.0,Female,West,Graduate,Salaried,519736.74,225170.8,Education,,6,25,11.44,2015-08-02,0
100267,44.0,Male,East,Primary,Salaried,1033292.04,164113.31,Education,621.0,11,111,67.28,2017-03-17,1
100268,53.0,Male,East,Post-Graduate,Self-Employed,350251.41,308163.6,Car,718.0,10,143,69.72,2015-11-07,1
100269,44.0,Male,North,Secondary,Salaried,476035.93,123655.72,Other,458.0,7,189,51.69,2019-10-27,1
100270,31.0,Male,West,Primary,Unemployed,672196.65,154126.75,Education,,2,134,43.59,2018-10-27,0
100271,28.0,Male,South,Secondary,Self-Employed,825054.19,347837.24,Other,641.0,5,129,17.77,2019-02-10,0
100272,56.0,Female,South,Graduate,Salaried,786967.14,197213.07,Education,723.0,11,192,26.77,2021-02-08,1
100273,58.0,Male,West,Primary,Salaried,392023.86,461309.41,Business,645.0,3,85,44.33,2021-02-23,0
100274,60.0,Male,West,Post-Graduate,Salaried,925529.04,273528.12,Education,689.0,2,82,70.56,2020-06-05,0
100275,40.0,Male,West,Primary,,692812.05,32410.59,Other,464.0,3,186,66.22,2018-09-18,1
100276,55.0,Female,East,Primary,Self-Employed,436125.95,91082.43,Car,619.0,1,193,44.72,2021-09-23,0
100277,45.0,Female,South,Primary,Unemployed,452959.91,179165.03,Business,718.0,4,50,64.99,2022-07-31,0
100278,55.0,Female,South,Secondary,,,339123.25,Other,,7,115,63.6,2015-12-23,1
100279,45.0,Female,South,Secondary,Salaried,1030464.78,326937.76,Home,519.0,4,193,50.53,2017-05-05,1
100280,,Male,West,Graduate,Salaried,642489.61,191962.94,Education,655.0,1,130,25.42,2018-04-13,0
100281,,Male,East,Graduate,Self-Employed,1028632.3,397884.38,Business,585.0,6,98,34.36,2022-05-25,1
100282,38.0,Female,West,Graduate,Self-Employed,775617.48,289447.74,Car,578.0,7,127,21.48,2016-10-04,1
100283,22.0,Male,North,Graduate,Self-Employed,347540.31,211704.1,Home,528.0,10,165,10.5,2017-08-22,1
100284,55.0,Female,North,Primary,Salaried,881502.08,390772.17,Education,699.0,11,168,15.64,2016-09-30,1
100285,36.0,Male,South,Secondary,Self-Employed,411169.72,153111.2,Business,739.0,3,192,63.17,2022-09-09,0
100286,,Male,West,Secondary,Salaried,476977.63,316614.26,Other,820.0,2,189,12.34,2018-11-22,0
100287,56.0,Female,North,Secondary,,655150.61,328860.85,Education,532.0,7,75,37.99,2021-04-30,1
100288,53.0,Female,North,Secondary,Self-Employed,594312.97,324212.26,Business,711.0,9,55,79.0,2019-02-23,1
100289,24.0,Female,West,Graduate,Self-Employed,778682.89,231330.07,Education,717.0,1,117,65.67,2022-08-08,0
100290,53.0,Male,East,Primary,Salaried,700344.39,354513.68,Business,604.0,6,13,62.54,2016-06-10,0
100291,34.0,Female,West,Secondary,Self-Employed,576414.34,470989.89,Other,577.0,9,159,29.23,2022-08-20,1
100292,41.0,Male,West,Post-Graduate,Salaried,939785.23,231364.75,Education,563.0,7,182,54.92,2015-12-31,1
100293,40.0,Male,East,Primary,Self-Employed,505092.28,258100.82,Business,608.0,4,165,44.91,2015-01-09,0
100294,28.0,Male,South,Post-Graduate,Salaried,,361014.45,Home,666.0,6,147,53.67,2015-04-23,0
100295,,Male,South,Primary,Salaried,692659.83,218116.81,Car,759.0,11,186,40.51,2021-11-27,1
100296,23.0,Male,South,Primary,Salaried,596363.32,214839.73,Business,738.0,8,104,47.17,2016-04-23,1
100297,37.0,Male,East,Primary,Self-Employed,649075.25,110787.17,Business,521.0,7,115,79.19,2018-04-16,1
100298,53.0,Male,North,Post-Graduate,Salaried,747632.29,43102.27,Business,587.0,4,89,33.05,2017-04-27,1
100299,32.0,Male,East,Secondary,Self-Employed,562981.43,113821.83,Education,754.0,3,60,25.15,2021-12-04,0
100300,42.0,Male,West,Secondary,Self-Employed,,353527.74,Car,592.0,2,180,41.39,2019-07-28,1
100301,,Male,East,Post-Graduate,Self-Employed,,126674.61,Education,645.0,5,143,46.7,2021-10-11,0
100302,50.0,Male,North,Secondary,Salaried,509921.27,308377.18,Business,514.0,3,130,15.99,2021-02-10,1
100303,58.0,Female,North,Graduate,Self-Employed,717915.85,428240.14,Business,742.0,10,162,66.42,2020-01-15,1
100304,58.0,Male,West,Secondary,Salaried,582903.75,269038.29,Car,,3,13,39.54,2016-12-16,1
100305,,Male,South,Graduate,Salaried,622659.36,144113.51,Home,519.0,6,161,38.92,2016-08-03,1
100306,,Male,North,Graduate,Salaried,378773.51,234124.96,Education,734.0,9,193,56.12,2016-01-11,1
100307,47.0,Female,North,Graduate,Salaried,401441.3,295579.16,Home,804.0,4,100,64.13,2022-06-19,0
100308,54.0,Female,North,Post-Graduate,Salaried,,296196.91,Business,627.0,0,192,79.02,2023-02-25,0
100309,,Female,West,Secondary,Salaried,353128.51,264047.0,Business,646.0,4,63,22.15,2016-03-21,0
100310,50.0,Female,North,Secondary,Salaried,575524.75,325800.5,Other,723.0,5,12,34.19,2017-11-01,0
100311,,Female,South,Post-Graduate,Salaried,665170.13,369951.6,Other,673.0,0,184,21.78,2018-05-05,0
100312,48.0,Female,West,Post-Graduate,Salaried,882605.2,192421.16,Home,620.0,2,39,71.66,2022-02-26,0
100313,,Female,South,Secondary,Salaried,503744.48,418568.54,Other,611.0,5,85,48.39,2017-05-21,0
100314,25.0,Male,North,Post-Graduate,Unemployed,751779.89,289553.54,Car,525.0,6,50,69.67,2016-04-29,1
100315,39.0,Male,North,Post-Graduate,Salaried,575895.05,20000.0,Home,,6,115,78.97,2021-07-11,0
100316,24.0,Male,South,Graduate,Salaried,163976.02,227457.4,Other,643.0,6,192,48.51,2018-09-14,0
100317,55.0,Female,West,Post-Graduate,Salaried,609215.16,229174.7,Other,,8,68,18.27,2022-08-16,1
100318,37.0,Female,West,Graduate,Salaried,586618.5,379617.04,Car,570.0,1,49,35.29,2016-11-07,1
100319,64.0,Female,South,Primary,Salaried,,180248.34,Car,578.0,2,54,12.53,2019-03-17,1
100320,48.0,Male,North,Graduate,Salaried,471470.05,267899.48,Home,699.0,6,159,69.45,2019-09-07,0
100321,50.0,Male,East,Graduate,Unemployed,492795.02,79704.81,Education,721.0,5,24,11.25,2018-03-06,0
100322,49.0,Male,South,Post-Graduate,Self-Employed,840213.89,150373.04,Car,624.0,0,26,51.45,2021-05-10,0
100323,,Male,South,Secondary,Self-Employed,532770.68,345637.6,Other,615.0,9,196,17.43,2018-10-13,1
100324,55.0,Female,South,Primary,Unemployed,217313.93,103437.94,Home,582.0,6,117,10.53,2019-09-04,1
100325,61.0,Female,North,Primary,,698088.89,365914.3,Education,725.0,1,34,27.93,2015-08-19,0
100326,57.0,Male,West,Primary,Self-Employed,772512.92,386795.34,Home,652.0,3,52,48.63,2021-03-28,0
100327,44.0,Female,North,Secondary,Self-Employed,770752.72,398964.44,Other,,6,188,15.26,2022-07-20,0
100328,49.0,Male,South,Primary,Salaried,476933.41,435438.46,Education,679.0,3,70,53.04,2022-01-06,0
100329,51.0,Other,North,Primary,Salaried,600045.79,343021.93,Education,625.0,5,182,57.04,2020-07-24,0
100330,55.0,Male,North,Secondary,Salaried,706255.52,301054.82,Car,557.0,10,140,77.88,2015-04-22,1
100331,53.0,Male,South,Primary,Salaried,792782.54,324355.84,Business,570.0,8,173,72.97,2017-07-21,1
100332,41.0,Male,North,Post-Graduate,Unemployed,700416.08,258554.27,Other,740.0,4,37,49.68,2019-12-17,0
100333,,Male,East,Post-Graduate,,755124.74,205168.47,Business,592.0,2,116,65.54,2018-10-04,1
100334,43.0,Male,North,Graduate,Self-Employed,453570.5,342412.93,Other,,5,133,35.45,2017-11-25,0
100335,53.0,Female,North,Graduate,Salaried,141980.63,303888.17,Home,559.0,3,182,51.0,2018-05-16,1
100336,23.0,Female,West,Graduate,Salaried,810739.04,355636.96,Business,553.0,8,93,38.23,2015-01-04,1
100337,38.0,Female,West,Post-Graduate,Salaried,,224968.23,Education,588.0,1,158,33.59,2018-02-17,1
100338,45.0,Male,South,Post-Graduate,,565715.82,235531.46,Car,785.0,9,36,60.93,2020-11-26,1
100339,62.0,Female,South,Post-Graduate,Salaried,761568.59,275379.04,Other,703.0,4,92,30.77,2019-04-02,0
100340,51.0,Male,West,Graduate,Salaried,605337.21,234802.3,Car,608.0,8,109,36.64,2019-10-29,1
100341,23.0,Male,East,Graduate,Salaried,740534.04,591018.83,Other,,9,85,35.7,2019-09-17,1
100342,60.0,Female,North,Graduate,Salaried,1090971.6,482134.31,Education,638.0,6,44,70.93,2017-01-08,0
100343,44.0,Female,East,Graduate,Self-Employed,710303.17,250515.2,Education,758.0,4,185,21.93,2020-09-27,0
100344,52.0,Male,East,Graduate,Salaried,454272.89,234294.5,Education,827.0,7,106,36.7,2018-02-06,1
100345,42.0,Male,West,Graduate,Salaried,310557.31,303523.43,Education,732.0,1,109,72.15,2021-12-02,0
100346,43.0,Other,South,Post-Graduate,Salaried,735335.99,198467.53,Education,658.0,3,160,11.07,2019-09-13,0
100347,22.0,Male,North,Secondary,Salaried,616301.41,196446.24,Car,706.0,5,22,76.35,2016-06-05,0
100348,47.0,Male,South,Secondary,,324208.05,255148.47,Home,651.0,6,167,72.92,2023-02-20,0
100349,62.0,Female,East,Graduate,Salaried,835814.07,205434.12,Business,503.0,10,157,39.25,2021-08-20,1
100350,22.0,Male,East,Secondary,Salaried,744829.72,272052.12,Car,598.0,7,15,55.71,2018-02-20,1
100351,46.0,Male,South,Secondary,,597682.88,294410.94,Business,574.0,3,156,79.37,2022-03-20,1
100352,37.0,Male,South,Post-Graduate,Salaried,1037361.3,20000.0,Home,596.0,8,83,48.85,2016-09-26,1
100353,60.0,Female,West,Graduate,Salaried,804633.99,20000.0,Other,793.0,6,19,16.78,2016-10-10,0
100354,53.0,Female,South,Graduate,Salaried,401871.21,148275.3,Home,740.0,1,193,69.75,2018-03-18,0
100355,,Female,South,Secondary,Salaried,834526.41,283560.26,Home,,8,30,19.39,2017-10-21,1
100356,63.0,Other,West,Graduate,Salaried,650984.36,157515.56,Other,715.0,6,136,28.01,2016-12-23,0
100357,59.0,Female,South,Graduate,Self-Employed,978661.71,527212.11,Business,499.0,4,65,71.15,2016-01-02,1
100358,49.0,Male,East,Graduate,Self-Employed,788596.79,357355.23,Education,708.0,2,66,27.92,2021-01-02,0
100359,62.0,Male,South,Graduate,Salaried,696861.06,484993.7,Other,,8,139,62.16,2022-04-14,1
100360,46.0,Female,North,Secondary,Unemployed,685475.62,358020.97,Other,471.0,6,48,41.34,2020-04-14,1
100361,55.0,Female,East,Primary,Salaried,362303.0,59940.18,Home,711.0,2,70,63.18,2022-11-24,0
100362,45.0,Female,West,Secondary,Self-Employed,497595.37,110130.29,Other,536.0,4,182,26.26,2021-03-29,1
100363,44.0,Female,East,Post-Graduate,Self-Employed,641670.53,188631.86,Car,492.0,2,119,39.37,2016-09-10,1
100364,33.0,Male,West,Primary,Self-Employed,325650.03,106480.75,Education,756.0,2,165,32.27,2021-11-21,0
100365,27.0,Male,North,Primary,Salaried,693437.79,379747.79,Home,569.0,11,155,27.43,2015-07-31,1
100366,56.0,Male,North,Primary,Salaried,451344.38,230979.07,Business,593.0,6,23,32.01,2015-09-22,1
100367,40.0,Male,East,Secondary,Salaried,521364.04,274610.61,Business,729.0,8,192,32.61,2018-07-05,1
100368,21.0,Male,South,Post-Graduate,Salaried,742140.1,415187.49,Business,626.0,4,68,76.88,2016-09-16,0
100369,28.0,Female,East,Secondary,Salaried,488810.01,481206.51,Business,636.0,11,118,47.33,2019-07-26,1
100370,36.0,Female,East,Post-Graduate,Salaried,693897.52,217433.51,Business,634.0,10,156,42.34,2019-12-09,1
100371,34.0,Male,North,Secondary,Salaried,628994.01,86250.67,Home,678.0,3,50,45.23,2018-05-19,0
100372,32.0,Male,West,Secondary,Self-Employed,388275.08,107408.58,Car,632.0,3,149,79.73,2017-10-13,0
100373,43.0,Female,East,Secondary,Salaried,,387928.79,Car,659.0,2,157,55.75,2018-01-11,0
100374,35.0,Male,South,Primary,Self-Employed,786550.65,281872.54,Business,610.0,7,171,59.24,2017-01-31,1
100375,,Female,North,Secondary,Salaried,797420.84,143195.77,Car,678.0,9,134,31.95,2015-12-15,1
100376,54.0,Female,East,Post-Graduate,Self-Employed,981536.13,334954.11,Education,675.0,11,45,43.01,2021-05-31,1
100377,22.0,Female,East,Post-Graduate,,517772.98,120852.84,Car,802.0,0,30,22.88,2021-02-13,0
100378,52.0,Female,South,Post-Graduate,Salaried,,37313.59,Other,619.0,2,65,57.96,2022-11-14,0
100379,43.0,Female,East,Primary,Self-Employed,,20000.0,Business,635.0,1,50,34.11,2017-06-14,0
100380,42.0,Male,East,Secondary,Salaried,791898.4,76484.14,Other,669.0,11,136,62.38,2023-01-28,1
100381,45.0,Male,East,Secondary,Salaried,583726.02,388877.93,Other,727.0,10,178,24.92,2020-05-05,1
100382,,Male,East,Graduate,Salaried,319045.46,225692.71,Business,563.0,10,180,38.25,2015-11-27,1
100383,42.0,Other,South,Primary,Salaried,263315.4,245944.0,Home,658.0,11,115,42.98,2020-09-19,1
100384,62.0,Male,East,Post-Graduate,Salaried,884071.0,272436.29,Car,449.0,6,95,21.66,2020-06-26,1
100385,26.0,Male,East,Post-Graduate,Salaried,721716.51,128741.66,Education,,5,47,14.87,2019-06-12,0
100386,35.0,Female,East,Secondary,Self-Employed,500666.85,192439.89,Home,736.0,0,155,32.19,2022-09-04,0
100387,63.0,Female,North,Post-Graduate,Self-Employed,976503.11,203989.86,Education,592.0,2,17,48.14,2017-07-11,1
100388,57.0,Female,South,Secondary,Salaried,,138283.07,Business,664.0,10,157,55.69,2019-02-27,1
100389,53.0,Male,North,Secondary,Self-Employed,806969.02,191699.41,Car,,3,194,39.77,2018-08-25,0
100390,28.0,Male,North,Graduate,,751068.64,235401.39,Home,581.0,9,115,45.02,2017-10-14,1
100391,64.0,Male,South,Primary,,705650.72,220256.08,Business,728.0,10,155,48.02,2021-04-05,1
100392,,Male,North,Secondary,Salaried,771137.92,301982.4,Home,566.0,6,117,45.83,2022-03-31,1
100393,25.0,Male,North,Secondary,,991673.96,191724.44,Other,673.0,2,197,16.32,2022-06-02,0
100394,,Male,North,Secondary,Salaried,405456.34,435381.43,Car,675.0,3,139,38.35,2015-01-05,0
100395,,Female,South,Graduate,Self-Employed,532184.72,126071.08,Car,582.0,10,179,24.3,2021-06-23,1
100396,26.0,Male,East,Secondary,Salaried,590442.49,186365.67,Business,662.0,6,73,47.36,2016-11-01,0
100397,52.0,Female,West,Primary,Unemployed,714861.7,297280.66,Business,575.0,3,53,63.07,2015-02-16,1
100398,50.0,Female,West,Primary,Self-Employed,913085.13,324113.06,Business,692.0,8,188,50.56,2018-08-09,1
100399,55.0,Male,South,Post-Graduate,Salaried,682565.86,105261.83,Car,545.0,11,110,25.53,2017-11-15,1
100400,,Female,West,Primary,,,237671.92,Other,,5,115,24.54,2018-05-23,0
100401,36.0,Male,South,Post-Graduate,Salaried,,345944.03,Car,630.0,1,74,12.59,2015-10-26,0
100402,,Male,South,Primary,Salaried,604617.13,57689.04,Business,739.0,10,74,39.85,2015-03-02,1
100403,62.0,Female,West,Post-Graduate,Salaried,516773.58,239462.34,Education,661.0,0,127,40.3,2021-08-28,0
100404,50.0,Male,North,Secondary,Salaried,614935.32,71568.94,Other,726.0,7,133,26.55,2020-02-04,1
100405,39.0,Other,East,Graduate,Self-Employed,469140.8,152447.57,Car,694.0,10,191,63.5,2019-07-21,1
100406,37.0,Male,West,Graduate,Salaried,472580.79,260267.75,Education,694.0,2,117,37.05,2020-04-28,0
100407,39.0,Female,West,Graduate,Salaried,673607.11,223920.18,Other,623.0,6,104,56.86,2019-12-30,0
100408,48.0,Male,West,Secondary,Salaried,504355.05,113127.05,Car,732.0,3,176,54.8,2017-01-25,0
100409,46.0,Male,West,Graduate,Salaried,969340.91,396568.48,Business,622.0,2,145,52.33,2016-07-29,0
100410,57.0,Male,South,Primary,Salaried,629308.57,209961.08,Car,512.0,8,76,73.56,2021-02-02,1
100411,46.0,Female,South,Post-Graduate,,871850.55,315986.74,Other,,5,120,11.11,2015-04-03,0
100412,43.0,Female,East,Secondary,Unemployed,350981.12,430211.61,Business,686.0,5,85,14.76,2019-03-12,0
100413,29.0,Female,East,Graduate,Salaried,357102.49,168829.86,Home,521.0,5,58,60.55,2019-03-31,1
100414,32.0,Female,West,Primary,Salaried,577786.25,323873.22,Education,579.0,2,173,34.75,2021-05-12,1
100415,21.0,Female,West,Primary,Salaried,787353.36,299819.67,Business,552.0,5,16,79.06,2016-06-17,1
100416,21.0,Female,West,Secondary,Self-Employed,501988.43,83254.34,Business,713.0,3,24,25.15,2019-12-07,0
100417,54.0,Female,East,Secondary,Salaried,,394868.35,Other,784.0,1,94,22.84,2020-06-14,0
100418,52.0,Female,West,Graduate,Salaried,799985.08,262112.7,Other,633.0,2,162,51.18,2021-02-08,0
100419,,Female,North,Post-Graduate,Self-Employed,522394.29,186059.73,Education,693.0,3,194,29.56,2017-05-13,0
100420,60.0,Female,East,Graduate,Salaried,448496.32,55645.21,Other,690.0,10,47,33.83,2016-02-16,1
100421,21.0,Male,North,Graduate,Salaried,741678.47,97086.46,Business,774.0,0,46,74.47,2019-07-31,0
100422,36.0,Female,West,Secondary,Self-Employed,339192.8,236977.89,Education,598.0,6,131,11.84,2017-11-20,1
100423,,Female,South,Graduate,Salaried,525267.17,89456.94,Education,632.0,11,25,47.19,2021-03-12,1
100424,25.0,Male,North,Graduate,Salaried,622855.27,325929.58,Car,623.0,4,10,33.44,2021-07-27,0
100425,42.0,Male,East,Post-Graduate,,,204517.22,Business,656.0,11,184,34.22,2020-02-09,1
100426,49.0,Male,North,Primary,Salaried,,62630.42,Business,850.0,10,189,27.35,2019-10-29,1
100427,23.0,Female,East,Primary,Salaried,795730.59,170446.23,Other,,8,46,19.44,2018-04-23,1
100428,32.0,Female,West,Post-Graduate,Unemployed,539505.23,122453.18,Business,582.0,5,54,12.41,2017-07-15,1
100429,46.0,Male,North,Primary,Salaried,791502.65,103103.82,Other,558.0,7,151,79.14,2019-05-30,1
100430,36.0,Female,South,Graduate,Self-Employed,701229.85,20000.0,Business,750.0,8,194,56.23,2015-08-20,1
100431,57.0,Female,North,Post-Graduate,Salaried,744241.46,261941.18,Car,581.0,5,171,64.4,2018-01-02,1
100432,42.0,Male,South,Post-Graduate,,473243.58,135539.82,Business,703.0,6,168,14.55,2015-09-10,0
100433,49.0,Female,East,Secondary,Salaried,733021.61,475194.36,Car,596.0,5,92,11.04,2023-01-31,1
100434,34.0,Other,West,Primary,,569449.96,369109.06,Business,549.0,5,181,52.02,2016-03-09,1
100435,48.0,Female,West,Secondary,,609573.67,445777.28,Business,698.0,1,32,60.67,2020-05-10,0
100436,,Female,South,Graduate,Salaried,633028.32,335866.73,Home,,4,103,37.64,2022-08-20,1
100437,50.0,Other,East,Post-Graduate,Salaried,1022637.03,179844.07,Business,684.0,5,90,37.14,2018-05-07,0
100438,,Female,West,Graduate,Salaried,417028.86,288889.93,Car,690.0,9,75,36.91,2022-08-03,1
100439,32.0,Male,East,Primary,Unemployed,837863.28,213669.09,Education,,4,148,20.69,2015-03-25,0
100440,36.0,Female,South,Secondary,Salaried,886074.51,290875.41,Car,629.0,3,186,62.77,2016-12-12,0
100441,46.0,Female,South,Primary,Salaried,765117.78,356952.92,Business,705.0,11,67,25.06,2019-08-08,1
100442,46.0,Female,North,Graduate,Salaried,492909.82,321696.17,Other,576.0,5,38,32.71,2015-08-05,1
100443,41.0,Male,West,Secondary,Salaried,939301.12,251001.1,Home,454.0,5,92,56.99,2018-06-14,1
100444,59.0,Female,West,Primary,Self-Employed,533597.22,257899.49,Other,707.0,7,188,10.01,2022-01-02,1
100445,56.0,Male,North,Graduate,Salaried,737423.73,276352.09,Home,663.0,7,138,63.64,2021-04-24,1
100446,53.0,Female,South,Primary,Salaried,624182.89,382701.08,Home,601.0,9,142,72.94,2021-03-26,1
100447,50.0,Male,South,Post-Graduate,Salaried,526170.01,191240.22,Other,532.0,0,124,13.61,2015-10-25,1
100448,57.0,Male,South,Secondary,Self-Employed,709336.81,218953.94,Business,487.0,1,43,51.41,2022-04-19,1
100449,43.0,Male,South,Secondary,Salaried,975882.16,189103.47,Car,654.0,10,134,38.59,2016-05-19,1
100450,,Male,East,Secondary,Salaried,651269.07,266475.95,Other,782.0,0,87,15.49,2016-10-12,0
100451,,Female,West,Post-Graduate,,,326402.46,Education,639.0,9,28,57.76,2019-10-14,1
100452,56.0,Female,West,Secondary,Salaried,563343.66,285958.44,Home,621.0,6,97,52.86,2019-07-21,0
100453,54.0,Female,South,Post-Graduate,Salaried,615482.99,243078.96,Car,,7,177,54.99,2019-11-20,1
100454,51.0,Male,South,Secondary,Self-Employed,354841.7,378732.67,Education,,2,90,66.94,2021-10-23,0
